timestamp,price_in_usda
1634757302000,0.5027609270213785
1634775256000,0.5133567695189618
1634808902000,0.538418164159435
1634828486000,0.5895969504257568
1634829854000,0.6640489893578323
1634830266000,0.7086565976823378
1634830497000,0.8876395486721524
1634830497000,0.8279377468167435
1634830497000,0.7993575735655619
1634830497000,0.7504343425798817
1634830497000,0.7202702137215484
1634831227000,1.4406334558666538
1634831227000,1.1635975902399196
1634832405000,1.4579000241851034
1634832405000,1.4647217101248156
1634832405000,1.4544193407626176
1634832875000,1.488567688509669
1634832875000,1.4709633309435082
1634832875000,1.4646663823339112
1634833224000,1.7170179171822397
1634833224000,1.6220284085086982
1634833224000,1.5387902561481692
1634833224000,1.5115204765376653
1634833885000,1.8242410107443254
1634834319000,2.174232926079532
1634834319000,2.0386289824761916
1634834319000,1.899914968977992
1634834580000,2.2961974373426273
1634837099000,2.337258086717819
1634838051000,2.3548541289998384
1634838051000,2.3271841075357242
1634838457000,2.3803668823770305
1634838850000,2.4144507826905546
1634838850000,2.3384754219449073
1634840499000,2.4866806051082615
1634840499000,2.450326327190954
1634840809000,2.581775305656753
1634842152000,2.620441427683573
1634842152000,2.6123879246865798
1634842152000,2.66717256579829
1634845175000,2.6395626686415268
1634845850000,2.6796223908282313
1634846486000,2.8110678223513332
1634846486000,2.6837664335964617
1634847923000,2.9484439697396296
1634851113000,3.0733682244304377
1634851113000,2.992946942151183
1634851311000,3.1145719750408793
1634852647000,3.1180339548700964
1634854435000,3.1262572206950594
1634854974000,3.1732462340707004
1634855580000,3.3375658132960506
1634856419000,3.5256740607549655
1634857477000,3.7910660663616667
1634857870000,4.0651938388084785
1634858146000,4.123478738941594
1634859474000,4.178975375483059
1634862829000,4.1986464098347875
1634863638000,4.221402381320522
1634866209000,4.235393981261194
1634866389000,4.248809024308913
1634867463000,4.277710002809921
1634867463000,4.267524116578944
1634867463000,4.256814790714242
1634867463000,4.254922827519139
1634868545000,4.3244563949253125
1634868545000,4.289377315899154
1634868545000,4.280403588981437
1634869020000,4.409645222875523
1634869020000,4.379700185468866
1634869727000,4.45109839203488
1634869727000,4.427101951372243
1634871652000,4.3406831125152365
1634872570000,4.309371484903792
1634873432000,4.1161047119775205
1634873432000,4.3111033766444224
1634873999000,3.983568160527984
1634873999000,3.9754139659058128
1634876657000,3.993242127441128
1634876909000,4.074570975550044
1634877638000,3.9210600690029884
1634878109000,3.7480061886681924
1634879114000,3.7786746949195353
1634881927000,3.764251796
1634881927000,3.8094631219727755
1634884306000,3.761782546398123
1634885656000,3.769159857854012
1634886421000,3.7771163907084446
1634888032000,3.9346831338214368
1634888032000,3.94503797937764
1634888032000,3.942902565094693
1634888032000,3.9191820501462105
1634888032000,3.89937939977972
1634888595000,4.055306349095086
1634888595000,4.025308770833333
1634889558000,4.077993408051094
1634890568000,4.300143288084465
1634890568000,4.2617612893397006
1634891457000,4.300040506329114
1634893972000,4.338896790676297
1634894683000,4.352858731020125
1634897486000,4.413906748863419
1634900065000,4.559691560576323
1634900065000,4.482622403352933
1634902595000,4.366343941453266
1634902595000,4.382400001459854
1634903441000,4.3462905
1634904061000,4.37913487534998
1634904533000,4.363885853746429
1634904533000,4.3436578
1634906818000,4.4155835298559465
1634907003000,4.418472466907408
1634908525000,4.53477720639585
1634909430000,4.5423375933979555
1634909430000,4.534925273501344
1634910121000,4.716558563270533
1634912429000,4.890457095464168
1634912844000,4.902289079494864
1634914466000,4.810948435720116
1634916506000,4.713765701211423
1634916748000,4.751282779040501
1634916748000,4.7234569410233584
1634917615000,4.776695914534975
1634918911000,4.71946972
1634925437000,4.685464183483747
1634925767000,4.695577409013616
1634925767000,4.6904147250042305
1634926154000,4.698932134779846
1634926789000,4.702515937979961
1634931572000,4.648149492668427
1634932207000,4.654667322198981
1634939321000,4.675795278163061
1634939321000,4.667441533269324
1634941709000,4.677455529676234
1634942289000,4.6779427031717145
1634944287000,4.678864278686632
1634945470000,4.63478968
1634946279000,4.647427835880905
1634946433000,4.649833095042749
1634947028000,4.620075281794468
1634947028000,4.589723126
1634947267000,4.668734376738645
1634949285000,4.693847568972718
1634952794000,4.729776655985116
1634955544000,4.760509025996521
1634956291000,4.769304906241189
1634956642000,4.771502753300234
1634959334000,4.897787869948155
1634959743000,4.90561354263297
1634960179000,4.91510256388756
1634960179000,4.907396206729954
1634965036000,4.924177955493847
1634973269000,4.928071891872305
1634973269000,4.926186999240776
1634973981000,4.93240963319331
1634974458000,4.9947387736393525
1634974458000,4.964280107297907
1634981067000,5.116063581169403
1634981291000,5.12943224622711
1634982870000,5.142816687991699
1634984821000,5.162106537718417
1634985620000,5.188168516590297
1634986838000,5.2039445777453555
1634991003000,5.09655284536096
1634994239000,5.10461048418932
1634994239000,5.101737965708005
1634998640000,5.054228493288591
1635001999000,5.064642961079996
1635006210000,5.0661414705267775
1635008972000,5.068315829059898
1635009336000,5.07613398955157
1635011383000,5.08896328416042
1635016050000,5.150575530460349
1635019697000,5.155355674189894
1635021001000,5.160134585598235
1635021642000,5.165923087599449
1635022808000,5.307350783207642
1635025240000,5.462637644555987
1635025562000,5.483024824799379
1635027184000,5.491249735786407
1635037521000,4.967796260739754
1635038647000,4.973607798895551
1635044966000,4.980238191384361
1635054446000,4.986120037928019
1635056626000,4.989808316513521
1635057186000,5.012264283114029
1635060752000,5.037303305158412
1635063832000,5.0460925170786455
1635068081000,5.053333863661704
1635073578000,5.064784058069492
1635073578000,5.058593605421706
1635078888000,5.07678160766153
1635079113000,5.163387443609023
1635079245000,5.15178035
1635080274000,5.219642558877568
1635080653000,5.22073920305275
1635081424000,5.2218593996950435
1635084760000,5.228702432385625
1635085408000,5.238620155510454
1635090034000,5.11851155
1635091137000,5.138995062138453
1635091443000,5.15242802549871
1635094207000,5.161605107230694
1635094207000,5.154215983002868
1635102960000,5.175014476501252
1635106941000,5.124417602857143
1635113130000,5.131143694728763
1635113919000,5.161468223405398
1635120117000,5.191754061626017
1635120646000,5.207563807289894
1635126256000,5.2445935408205315
1635126993000,5.270159253188319
1635130011000,5.285652519089134
1635130836000,5.341650496822907
1635131515000,5.4366082889391345
1635131515000,5.410768269235932
1635134040000,5.438345907514185
1635137527000,5.629570363827644
1635137527000,5.623143017423352
1635137527000,5.609750419398965
