time,price_in_usda
2021-10-20 20:15:02 +0100,0.5027609270213785
2021-10-21 01:14:16 +0100,0.5133567695189618
2021-10-21 10:35:02 +0100,0.538418164159435
2021-10-21 16:01:26 +0100,0.5895969504257568
2021-10-21 16:24:14 +0100,0.6640489893578323
2021-10-21 16:31:06 +0100,0.7086565976823378
2021-10-21 16:34:57 +0100,0.8876395486721524
2021-10-21 16:34:57 +0100,0.8279377468167435
2021-10-21 16:34:57 +0100,0.7993575735655619
2021-10-21 16:34:57 +0100,0.7504343425798817
2021-10-21 16:34:57 +0100,0.7202702137215484
2021-10-21 16:47:07 +0100,1.4406334558666538
2021-10-21 16:47:07 +0100,1.1635975902399196
2021-10-21 17:06:45 +0100,1.4579000241851034
2021-10-21 17:06:45 +0100,1.4647217101248156
2021-10-21 17:06:45 +0100,1.4544193407626176
2021-10-21 17:14:35 +0100,1.488567688509669
2021-10-21 17:14:35 +0100,1.4709633309435082
2021-10-21 17:14:35 +0100,1.4646663823339112
2021-10-21 17:20:24 +0100,1.7170179171822397
2021-10-21 17:20:24 +0100,1.6220284085086982
2021-10-21 17:20:24 +0100,1.5387902561481692
2021-10-21 17:20:24 +0100,1.5115204765376653
2021-10-21 17:31:25 +0100,1.8242410107443254
2021-10-21 17:38:39 +0100,2.174232926079532
2021-10-21 17:38:39 +0100,2.0386289824761916
2021-10-21 17:38:39 +0100,1.899914968977992
2021-10-21 17:43:00 +0100,2.2961974373426273
2021-10-21 18:24:59 +0100,2.337258086717819
2021-10-21 18:40:51 +0100,2.3548541289998384
2021-10-21 18:40:51 +0100,2.3271841075357242
2021-10-21 18:47:37 +0100,2.3803668823770305
2021-10-21 18:54:10 +0100,2.4144507826905546
2021-10-21 18:54:10 +0100,2.3384754219449073
2021-10-21 19:21:39 +0100,2.4866806051082615
2021-10-21 19:21:39 +0100,2.450326327190954
2021-10-21 19:26:49 +0100,2.581775305656753
2021-10-21 19:49:12 +0100,2.620441427683573
2021-10-21 19:49:12 +0100,2.6123879246865798
2021-10-21 19:49:12 +0100,2.66717256579829
2021-10-21 20:39:35 +0100,2.6395626686415268
2021-10-21 20:50:50 +0100,2.6796223908282313
2021-10-21 21:01:26 +0100,2.8110678223513332
2021-10-21 21:01:26 +0100,2.6837664335964617
2021-10-21 21:25:23 +0100,2.9484439697396296
2021-10-21 22:18:33 +0100,3.0733682244304377
2021-10-21 22:18:33 +0100,2.992946942151183
2021-10-21 22:21:51 +0100,3.1145719750408793
2021-10-21 22:44:07 +0100,3.1180339548700964
2021-10-21 23:13:55 +0100,3.1262572206950594
2021-10-21 23:22:54 +0100,3.1732462340707004
2021-10-21 23:33:00 +0100,3.3375658132960506
2021-10-21 23:46:59 +0100,3.5256740607549655
2021-10-22 00:04:37 +0100,3.7910660663616667
2021-10-22 00:11:10 +0100,4.0651938388084785
2021-10-22 00:15:46 +0100,4.123478738941594
2021-10-22 00:37:54 +0100,4.178975375483059
2021-10-22 01:33:49 +0100,4.1986464098347875
2021-10-22 01:47:18 +0100,4.221402381320522
2021-10-22 02:30:09 +0100,4.235393981261194
2021-10-22 02:33:09 +0100,4.248809024308913
2021-10-22 02:51:03 +0100,4.277710002809921
2021-10-22 02:51:03 +0100,4.267524116578944
2021-10-22 02:51:03 +0100,4.256814790714242
2021-10-22 02:51:03 +0100,4.254922827519139
2021-10-22 03:09:05 +0100,4.3244563949253125
2021-10-22 03:09:05 +0100,4.289377315899154
2021-10-22 03:09:05 +0100,4.280403588981437
2021-10-22 03:17:00 +0100,4.409645222875523
2021-10-22 03:17:00 +0100,4.379700185468866
2021-10-22 03:28:47 +0100,4.45109839203488
